,year,workstat,prestige,divorce,widowed,educ,reg16,babies,preteen,teens,income,region,attend,owngun,tvhours,vhappy,mothfath16,black,female,blackfemale,occattend,regattend,unem10,happy
8446,1998,working fulltime,35.0,no,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,yes,3.0,0,1.0,0,0,0,0.0,0.0,1.0,1
8447,1998,working fulltime,35.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,5.0,0,1.0,0,1,0,0.0,0.0,1.0,0
8448,1998,keeping house,43.87754099367439,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,iap,8.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8449,1998,"unempl, laid off",35.0,no,iap,9.0,e. nor. central,0.0,4.0,0.0,$25000 or more,e. nor. central,once a year,iap,6.0,0,1.0,0,0,0,0.0,0.0,1.0,0
8450,1998,working fulltime,30.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,3.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8451,1998,working fulltime,32.0,no,iap,12.0,e. sou. central,0.0,0.0,1.0,$15000 - 19999,e. nor. central,once a year,iap,4.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8452,1998,working fulltime,36.0,no,iap,13.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,sevrl times a yr,iap,6.0,0,1.0,0,1,0,1.0,0.0,1.0,1
8453,1998,working fulltime,30.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,yes,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,0.0,1
8454,1998,working fulltime,44.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$15000 - 19999,e. nor. central,once a year,yes,5.0,0,1.0,0,0,0,0.0,0.0,0.0,0
8455,1998,keeping house,43.87754099367439,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$1000 to 2999,e. nor. central,once a year,iap,0.0,0,0.0,0,1,0,0.0,0.0,1.0,1
8456,1998,working fulltime,31.0,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$4000 to 4999,e. nor. central,lt once a year,iap,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,1.0,1
8457,1998,retired,31.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$15000 - 19999,e. nor. central,more thn once wk,iap,2.9040189927081568,1,1.0,0,1,0,0.0,1.0,0.0,2
8458,1998,keeping house,35.0,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,yes,5.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8459,1998,working parttime,51.0,no,iap,13.0,e. nor. central,3.0,1.0,0.0,$25000 or more,e. nor. central,every week,iap,2.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8460,1998,working fulltime,42.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,iap,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8461,1998,retired,66.0,no,iap,15.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,nrly every week,iap,8.0,1,1.0,0,1,0,0.0,1.0,0.0,2
8462,1998,working fulltime,35.0,no,iap,13.0,e. nor. central,0.0,2.0,0.0,$25000 or more,e. nor. central,never,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,1.0,1
8463,1998,other,35.0,yes,iap,10.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,8.0,1,1.0,0,0,0,0.0,0.0,1.0,2
8464,1998,working fulltime,34.0,no,iap,12.0,e. nor. central,1.0,1.0,0.0,$25000 or more,e. nor. central,never,iap,1.0,0,1.0,0,1,0,0.0,0.0,1.0,1
8465,1998,working fulltime,30.0,no,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,once a month,iap,3.0,1,1.0,0,0,0,1.0,0.0,1.0,2
8466,1998,working fulltime,51.0,yes,iap,11.0,w. sou. central,0.0,1.0,1.0,$25000 or more,e. nor. central,more thn once wk,iap,0.0,1,1.0,0,0,0,0.0,1.0,1.0,2
8467,1998,other,43.87754099367439,no,iap,9.0,e. nor. central,0.0,0.0,0.0,$4000 to 4999,e. nor. central,never,iap,8.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8468,1998,working fulltime,40.0,no,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,e. nor. central,once a year,iap,2.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8469,1998,retired,24.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,never,iap,4.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8470,1998,retired,30.0,no,iap,11.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,every week,iap,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,0.0,2
8471,1998,working fulltime,64.0,no,iap,14.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,sevrl times a yr,iap,1.0,1,1.0,0,0,0,1.0,0.0,1.0,2
8472,1998,working fulltime,50.0,no,iap,12.0,e. nor. central,0.0,1.0,2.0,$25000 or more,e. nor. central,every week,iap,2.9040189927081568,1,0.0,0,1,0,0.0,0.0,0.0,2
8473,1998,retired,46.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,2-3x a month,iap,6.0,1,1.0,0,1,0,1.0,0.0,0.0,2
8474,1998,retired,51.0,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,once a month,iap,15.0,1,1.0,0,1,0,1.0,0.0,0.0,2
8475,1998,keeping house,43.87754099367439,no,iap,12.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,lt once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8476,1998,working fulltime,51.0,no,iap,13.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. nor. central,nrly every week,yes,2.0,1,1.0,0,0,0,0.0,1.0,1.0,2
8477,1998,retired,66.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$25000 or more,e. nor. central,once a month,iap,2.0,1,0.0,0,0,0,1.0,0.0,0.0,2
8478,1998,working fulltime,34.0,no,iap,14.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,once a month,yes,2.0,1,1.0,0,0,0,1.0,0.0,0.0,2
8479,1998,keeping house,43.0,no,iap,12.0,pacific,0.0,0.0,0.0,$15000 - 19999,pacific,nrly every week,iap,2.0,0,1.0,0,1,0,0.0,1.0,0.0,0
8480,1998,working fulltime,22.0,yes,iap,14.0,foreign,1.0,0.0,0.0,$25000 or more,pacific,2-3x a month,iap,1.0,1,1.0,0,0,0,1.0,0.0,1.0,2
8481,1998,retired,43.87754099367439,no,iap,12.0,foreign,0.0,0.0,0.0,$20000 - 24999,pacific,once a year,iap,4.0,0,0.0,0,0,0,0.0,0.0,0.0,0
8482,1998,working fulltime,36.0,no,iap,13.0,pacific,1.0,1.0,0.0,$25000 or more,pacific,more thn once wk,iap,1.0,0,1.0,0,0,0,0.0,1.0,0.0,1
8483,1998,working fulltime,66.0,yes,yes,14.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,nrly every week,yes,2.0,0,1.0,0,1,0,0.0,1.0,1.0,1
8484,1998,working fulltime,30.0,no,iap,12.0,pacific,0.0,1.0,1.0,$25000 or more,pacific,more thn once wk,iap,1.0,1,1.0,0,0,0,0.0,1.0,1.0,2
8485,1998,retired,66.0,yes,iap,15.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,every week,iap,6.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8486,1998,retired,46.0,no,iap,15.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,nrly every week,yes,2.9040189927081568,0,1.0,0,1,0,0.0,1.0,0.0,1
8487,1998,retired,40.0,no,iap,16.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,lt once a year,yes,2.0,1,1.0,0,0,0,0.0,0.0,0.0,2
8488,1998,keeping house,42.0,no,iap,17.0,pacific,1.0,2.0,0.0,$25000 or more,pacific,once a month,iap,2.0,1,1.0,0,1,0,1.0,0.0,0.0,2
8489,1998,working fulltime,44.0,no,iap,12.0,pacific,0.0,1.0,1.0,$25000 or more,pacific,lt once a year,yes,4.0,0,1.0,0,0,0,0.0,0.0,1.0,1
8490,1998,working fulltime,71.0,no,iap,12.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,more thn once wk,yes,2.9040189927081568,0,1.0,0,1,0,0.0,1.0,0.0,1
8491,1998,working fulltime,22.0,no,iap,12.0,pacific,0.0,0.0,0.0,$8000 to 9999,pacific,never,iap,6.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8492,1998,working fulltime,64.0,no,iap,18.0,w. sou. central,0.0,0.0,0.0,$25000 or more,pacific,lt once a year,iap,4.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8493,1998,working fulltime,62.0,no,iap,19.0,pacific,0.0,0.0,1.0,$25000 or more,pacific,every week,yes,1.0,1,1.0,0,1,0,0.0,0.0,1.0,2
8494,1998,keeping house,43.0,yes,iap,12.0,pacific,0.0,0.0,0.0,$15000 - 19999,pacific,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
8495,1998,working fulltime,64.0,no,iap,16.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,every week,yes,3.0,1,1.0,0,1,0,0.0,0.0,1.0,2
8496,1998,school,39.0,no,iap,13.0,pacific,0.0,0.0,0.0,$5000 to 5999,pacific,more thn once wk,iap,3.0,0,1.0,0,1,0,0.0,1.0,1.0,1
8497,1998,working parttime,25.0,no,iap,16.0,pacific,1.0,0.0,0.0,$25000 or more,pacific,nrly every week,iap,2.0,0,1.0,0,1,0,0.0,1.0,1.0,1
8498,1998,keeping house,31.0,no,iap,12.0,pacific,0.0,0.0,0.0,$15000 - 19999,pacific,every week,iap,1.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8499,1998,retired,61.0,no,iap,18.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,nrly every week,iap,2.0,0,0.0,0,0,0,0.0,1.0,0.0,1
8500,1998,working fulltime,66.0,no,iap,17.0,pacific,0.0,0.0,0.0,$25000 or more,pacific,once a year,yes,3.0,1,1.0,0,0,0,0.0,0.0,1.0,2
8501,1998,retired,51.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,yes,1.0,1,0.0,0,1,0,0.0,0.0,0.0,2
8502,1998,working fulltime,36.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,iap,2.0,0,1.0,0,0,0,0.0,0.0,1.0,1
8503,1998,working fulltime,59.0,no,iap,16.0,middle atlantic,0.0,0.0,0.0,$20000 - 24999,middle atlantic,never,iap,1.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8504,1998,working fulltime,66.0,no,iap,16.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,every week,iap,1.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8505,1998,working fulltime,50.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,nrly every week,iap,2.0,0,1.0,0,0,0,0.0,1.0,1.0,1
8506,1998,keeping house,59.0,no,iap,13.0,middle atlantic,0.0,0.0,1.0,$25000 or more,middle atlantic,every week,iap,2.0,1,0.0,0,1,0,0.0,0.0,0.0,2
8507,1998,retired,52.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$7000 to 7999,middle atlantic,never,iap,5.0,1,1.0,0,0,0,0.0,0.0,0.0,2
8508,1998,retired,51.0,no,iap,13.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,yes,2.9040189927081568,1,0.0,0,0,0,0.0,0.0,0.0,2
8509,1998,working fulltime,51.0,no,iap,8.0,e. nor. central,3.0,1.0,0.0,$25000 or more,middle atlantic,more thn once wk,yes,0.0,0,1.0,0,0,0,0.0,1.0,1.0,1
8510,1998,working parttime,17.0,no,iap,12.0,middle atlantic,0.0,0.0,2.0,$25000 or more,middle atlantic,every week,yes,3.0,0,1.0,0,1,0,0.0,0.0,1.0,1
8511,1998,keeping house,43.87754099367439,no,iap,12.0,middle atlantic,0.0,0.0,2.0,$25000 or more,middle atlantic,more thn once wk,yes,1.0,1,1.0,0,1,0,0.0,1.0,0.0,2
8512,1998,working fulltime,45.0,no,iap,8.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,yes,3.0,0,1.0,0,0,0,0.0,0.0,1.0,1
8513,1998,working fulltime,51.0,yes,iap,14.0,e. nor. central,1.0,1.0,0.0,$25000 or more,middle atlantic,lt once a year,iap,2.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8514,1998,working fulltime,34.0,no,iap,12.0,middle atlantic,1.0,0.0,0.0,$20000 - 24999,middle atlantic,once a year,iap,5.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8515,1998,working fulltime,21.0,no,iap,13.0,middle atlantic,1.0,1.0,0.0,$25000 or more,middle atlantic,2-3x a month,yes,1.0,0,0.0,0,1,0,1.0,0.0,1.0,1
8516,1998,retired,28.0,no,iap,10.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,nrly every week,yes,4.0,0,0.0,0,1,0,0.0,1.0,0.0,1
8517,1998,working fulltime,22.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,never,yes,4.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8518,1998,working fulltime,35.0,no,iap,9.0,middle atlantic,0.0,0.0,1.0,$8000 to 9999,middle atlantic,once a year,iap,4.0,0,1.0,0,1,0,0.0,0.0,1.0,1
8519,1998,working fulltime,33.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,once a year,iap,2.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8520,1998,keeping house,28.0,no,iap,9.0,middle atlantic,0.0,0.0,0.0,$25000 or more,middle atlantic,every week,yes,5.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8521,1998,working parttime,51.0,no,iap,13.0,south atlantic,0.0,1.0,0.0,$25000 or more,south atlantic,never,iap,3.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8522,1998,retired,46.0,no,iap,19.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,south atlantic,2-3x a month,iap,2.0,0,0.0,0,1,0,1.0,0.0,0.0,1
8523,1998,school,64.0,no,iap,20.0,middle atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,more thn once wk,iap,2.0,0,1.0,0,1,0,0.0,1.0,0.0,1
8524,1998,working fulltime,25.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,sevrl times a yr,iap,1.0,0,1.0,0,1,0,1.0,0.0,0.0,0
8525,1998,working fulltime,36.0,no,iap,10.0,new england,1.0,1.0,0.0,$15000 - 19999,south atlantic,lt once a year,iap,3.0,0,0.0,0,0,0,0.0,0.0,1.0,0
8526,1998,working fulltime,44.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,every week,iap,3.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8527,1998,retired,28.0,no,iap,6.0,south atlantic,0.0,0.0,0.0,$10000 - 14999,south atlantic,once a year,yes,2.9040189927081568,0,0.0,0,1,0,0.0,0.0,0.0,1
8528,1998,working fulltime,36.0,no,iap,12.0,middle atlantic,0.0,3.0,2.0,$25000 or more,south atlantic,every week,iap,6.0,0,0.0,1,0,0,0.0,0.0,0.0,1
8529,1998,working parttime,20.0,no,iap,11.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,south atlantic,never,iap,5.0,1,0.0,1,1,1,0.0,0.0,1.0,2
8530,1998,keeping house,34.0,no,iap,4.0,south atlantic,0.0,0.0,0.0,$5000 to 5999,south atlantic,more thn once wk,iap,0.0,1,0.0,1,1,1,0.0,1.0,0.0,2
8531,1998,working parttime,33.0,no,iap,13.0,south atlantic,0.0,0.0,0.0,$20000 - 24999,south atlantic,sevrl times a yr,yes,2.0,0,1.0,1,0,0,1.0,0.0,1.0,0
8532,1998,working fulltime,32.0,no,iap,13.0,south atlantic,0.0,0.0,0.0,$10000 - 14999,south atlantic,2-3x a month,iap,2.9040189927081568,0,0.0,0,1,0,1.0,0.0,1.0,1
8533,1998,retired,59.0,no,yes,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,lt once a year,iap,2.9040189927081568,1,0.0,0,0,0,0.0,0.0,0.0,2
8534,1998,retired,46.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$25000 or more,south atlantic,nrly every week,iap,2.0,0,1.0,0,1,0,0.0,1.0,0.0,1
8535,1998,working fulltime,33.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,never,yes,2.9040189927081568,0,1.0,0,0,0,0.0,0.0,0.0,1
8536,1998,working parttime,29.0,no,iap,12.0,e. sou. central,0.0,1.0,1.0,$25000 or more,e. sou. central,every week,yes,2.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8537,1998,working parttime,46.0,no,iap,14.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,never,yes,5.0,0,0.0,0,1,0,0.0,0.0,1.0,1
8538,1998,working fulltime,28.0,no,iap,12.0,e. sou. central,0.0,1.0,2.0,$1000 to 2999,e. sou. central,never,yes,5.0,0,0.0,0,1,0,0.0,0.0,1.0,1
8539,1998,retired,36.0,yes,iap,12.0,middle atlantic,0.0,0.0,0.0,$4000 to 4999,e. sou. central,2-3x a month,iap,4.0,1,1.0,0,1,0,1.0,0.0,0.0,2
8540,1998,retired,43.87754099367439,no,iap,10.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,more thn once wk,iap,3.0,0,1.0,0,1,0,0.0,1.0,0.0,0
8541,1998,keeping house,42.0,yes,iap,8.0,e. sou. central,0.0,0.0,0.0,$8000 to 9999,e. sou. central,once a year,iap,4.0,1,0.0,0,1,0,0.0,0.0,0.0,2
8542,1998,retired,35.0,no,iap,11.0,e. nor. central,0.0,0.0,0.0,$25000 or more,e. sou. central,every week,iap,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,0
8543,1998,keeping house,66.0,no,iap,15.0,middle atlantic,0.0,0.0,0.0,$25000 or more,e. sou. central,nrly every week,iap,3.0,0,1.0,0,1,0,0.0,1.0,0.0,1
8544,1998,keeping house,38.0,no,iap,10.0,e. sou. central,0.0,0.0,0.0,$7000 to 7999,e. sou. central,every week,iap,6.0,0,0.0,0,1,0,0.0,0.0,0.0,1
8545,1998,working parttime,39.0,no,iap,12.0,middle atlantic,0.0,0.0,0.0,$6000 to 6999,e. sou. central,once a month,iap,1.0,0,0.0,0,1,0,1.0,0.0,1.0,1
8546,1998,keeping house,42.0,yes,iap,4.0,e. sou. central,0.0,0.0,0.0,$10000 - 14999,e. sou. central,2-3x a month,iap,7.0,0,0.0,0,1,0,1.0,0.0,0.0,0
8547,1998,keeping house,42.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$7000 to 7999,e. sou. central,more thn once wk,iap,2.9040189927081568,0,1.0,0,1,0,0.0,1.0,0.0,1
8548,1998,school,51.0,no,iap,14.0,south atlantic,0.0,0.0,0.0,$8000 to 9999,e. sou. central,once a year,iap,1.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8549,1998,keeping house,30.0,yes,iap,11.0,e. sou. central,1.0,1.0,0.0,$1000 to 2999,e. sou. central,never,iap,1.0,0,0.0,0,1,0,0.0,0.0,0.0,1
8550,1998,keeping house,29.0,no,iap,12.0,e. sou. central,0.0,2.0,0.0,$6000 to 6999,e. sou. central,once a year,iap,4.0,0,0.0,0,1,0,0.0,0.0,1.0,0
8551,1998,keeping house,20.0,no,iap,10.0,e. sou. central,0.0,1.0,0.0,$15000 - 19999,e. sou. central,nrly every week,iap,1.0,0,1.0,0,1,0,0.0,1.0,0.0,1
8552,1998,keeping house,29.0,no,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,every week,yes,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,0
8553,1998,keeping house,43.87754099367439,no,iap,3.0,e. sou. central,0.0,0.0,0.0,lt $1000,e. sou. central,sevrl times a yr,iap,5.0,0,1.0,0,1,0,1.0,0.0,0.0,0
8554,1998,working fulltime,51.0,yes,iap,12.0,e. sou. central,0.0,0.0,0.0,$25000 or more,e. sou. central,2-3x a month,yes,2.9040189927081568,1,0.0,0,1,0,1.0,0.0,1.0,2
8555,1998,keeping house,36.0,no,iap,15.0,south atlantic,0.0,0.0,0.0,$1000 to 2999,e. sou. central,never,yes,2.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8556,1998,keeping house,43.87754099367439,no,iap,8.0,e. sou. central,2.0,0.0,0.0,$25000 or more,e. sou. central,never,iap,2.0,1,0.0,0,1,0,0.0,0.0,0.0,2
8557,1998,working fulltime,51.0,no,yes,12.0,e. sou. central,0.0,2.0,0.0,$25000 or more,e. sou. central,never,yes,2.9040189927081568,0,1.0,0,1,0,0.0,0.0,0.0,1
8558,1998,working fulltime,23.0,yes,yes,11.0,e. sou. central,0.0,0.0,0.0,$20000 - 24999,e. sou. central,never,iap,3.0,1,0.0,0,1,0,0.0,0.0,0.0,2
8559,1998,working fulltime,30.0,no,iap,12.0,e. nor. central,1.0,0.0,0.0,$20000 - 24999,e. sou. central,never,yes,2.0,0,0.0,0,0,0,0.0,0.0,1.0,1
8560,1998,keeping house,28.0,no,iap,8.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,yes,3.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8561,1998,other,23.0,yes,iap,10.0,w. sou. central,0.0,1.0,1.0,$25000 or more,w. sou. central,sevrl times a yr,iap,3.0,0,1.0,0,0,0,1.0,0.0,1.0,1
8562,1998,working fulltime,50.0,no,iap,12.0,w. sou. central,0.0,1.0,0.0,$25000 or more,w. sou. central,once a month,iap,1.0,0,1.0,0,0,0,1.0,0.0,0.0,1
8563,1998,working fulltime,33.0,no,iap,12.0,w. sou. central,1.0,1.0,2.0,$25000 or more,w. sou. central,never,iap,5.0,0,1.0,0,0,0,0.0,0.0,0.0,1
8564,1998,working fulltime,64.0,no,iap,18.0,w. sou. central,0.0,2.0,0.0,$25000 or more,w. sou. central,every week,iap,2.0,1,1.0,0,1,0,0.0,0.0,0.0,2
8565,1998,working fulltime,49.0,no,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,iap,2.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8566,1998,working fulltime,38.0,no,iap,14.0,w. sou. central,0.0,0.0,2.0,$25000 or more,w. sou. central,sevrl times a yr,yes,2.0,0,1.0,0,0,0,1.0,0.0,0.0,1
8567,1998,working fulltime,46.0,yes,iap,12.0,w. sou. central,0.0,0.0,1.0,$25000 or more,w. sou. central,2-3x a month,iap,1.0,0,1.0,0,1,0,1.0,0.0,0.0,1
8568,1998,working fulltime,42.0,no,iap,14.0,w. sou. central,2.0,0.0,0.0,$25000 or more,w. sou. central,once a month,yes,2.0,0,1.0,0,1,0,1.0,0.0,1.0,1
8569,1998,working parttime,66.0,yes,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,more thn once wk,iap,2.0,0,1.0,0,1,0,0.0,1.0,0.0,1
8570,1998,keeping house,68.0,no,iap,12.0,south atlantic,0.0,1.0,0.0,$5000 to 5999,w. sou. central,sevrl times a yr,yes,2.9040189927081568,0,1.0,0,1,0,1.0,0.0,1.0,1
8571,1998,"unempl, laid off",42.0,no,iap,11.0,w. sou. central,1.0,1.0,0.0,$15000 - 19999,w. sou. central,nrly every week,iap,4.0,0,0.0,0,1,0,0.0,1.0,0.0,0
8572,1998,school,22.0,no,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,iap,3.0,0,1.0,0,1,0,0.0,0.0,0.0,1
8573,1998,working fulltime,30.0,yes,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,2-3x a month,yes,4.0,1,1.0,0,0,0,1.0,0.0,1.0,2
8574,1998,keeping house,60.0,yes,iap,14.0,w. sou. central,0.0,0.0,1.0,$25000 or more,w. sou. central,every week,iap,2.9040189927081568,1,1.0,0,1,0,0.0,0.0,1.0,2
8575,1998,working fulltime,47.0,no,iap,15.0,w. sou. central,0.0,0.0,1.0,$25000 or more,w. sou. central,2-3x a month,iap,4.0,0,1.0,1,0,0,1.0,0.0,0.0,1
8576,1998,retired,33.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,once a month,yes,12.0,0,1.0,0,1,0,1.0,0.0,0.0,1
8577,1998,retired,43.0,no,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,2-3x a month,iap,1.0,1,1.0,0,1,0,1.0,0.0,0.0,2
8578,1998,working fulltime,49.0,no,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,more thn once wk,iap,1.0,1,1.0,0,0,0,0.0,1.0,0.0,2
8579,1998,working fulltime,60.0,no,iap,14.0,middle atlantic,0.0,0.0,0.0,$25000 or more,w. sou. central,sevrl times a yr,yes,2.0,1,0.0,0,0,0,1.0,0.0,1.0,2
8580,1998,working fulltime,36.0,no,iap,15.0,w. sou. central,1.0,1.0,0.0,$25000 or more,w. sou. central,every week,yes,4.0,1,1.0,1,1,1,0.0,0.0,1.0,2
8581,1998,keeping house,33.0,yes,iap,13.0,w. sou. central,0.0,0.0,0.0,$20000 - 24999,w. sou. central,every week,yes,5.0,0,0.0,0,1,0,0.0,0.0,0.0,1
8582,1998,retired,60.0,yes,iap,14.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,nrly every week,yes,2.0,0,0.0,0,1,0,0.0,1.0,0.0,1
8583,1998,working fulltime,51.0,no,iap,14.0,w. sou. central,0.0,0.0,0.0,$20000 - 24999,w. sou. central,never,iap,3.0,0,0.0,0,1,0,0.0,0.0,1.0,1
8584,1998,working fulltime,51.0,no,iap,16.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,yes,1.0,0,1.0,0,0,0,0.0,0.0,1.0,1
8585,1998,working fulltime,54.0,no,yes,13.0,w. nor. central,0.0,0.0,0.0,$20000 - 24999,w. sou. central,nrly every week,yes,4.0,0,1.0,0,0,0,0.0,1.0,1.0,1
8586,1998,working fulltime,51.0,no,iap,12.0,south atlantic,0.0,0.0,0.0,$25000 or more,w. sou. central,sevrl times a yr,iap,2.0,1,0.0,0,1,0,1.0,0.0,1.0,2
8587,1998,retired,50.0,yes,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,every week,iap,5.0,0,1.0,1,0,0,0.0,0.0,0.0,1
8588,1998,working fulltime,47.0,no,iap,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,never,iap,3.0,1,0.0,0,1,0,0.0,0.0,1.0,2
8589,1998,keeping house,29.0,no,iap,10.0,w. sou. central,0.0,0.0,3.0,$25000 or more,w. sou. central,more thn once wk,yes,2.0,1,1.0,0,1,0,0.0,1.0,0.0,2
8590,1998,retired,42.0,no,yes,12.0,w. sou. central,0.0,0.0,0.0,$25000 or more,w. sou. central,lt once a year,yes,3.0,1,1.0,0,0,0,0.0,0.0,0.0,2
8591,1998,retired,40.0,no,iap,11.0,w. sou. central,0.0,0.0,0.0,$8000 to 9999,w. sou. central,lt once a year,iap,6.0,0,1.0,0,1,0,0.0,0.0,0.0,1
